Probes,G104,G108,G109,G110,G112,G113,G117,G123,G126,G128,G132,G133,G134,G135,G136,G139,G142,G144,G302,G303,G304,G306,G310,G316,G319,G328,G332,G337,G356,G358,G359,G360,G362,G363,G367,G368,G373,G374,G375,G379,G382,G383,G385,G386,G387,G390,G391,G395,G397
FGF-21,-0.008989,0.123592,4.163163,-0.020398,0.055339,-0.683008,1.042385,-0.015371,1.118784,0.154699,3.695828,6.38472,0.148952,-0.30683,-0.016993,-0.357522,0.266641,0.565819,-0.580841,1.089721,3.838534,-0.097373,-0.901023,-1.428194,0.425706,-0.073063,0.412441,-0.120702,-0.333655,0.563748,3.197599,-0.530368,-0.029902,0.27468,2.307863,0.339958,-2.102279,2.447875,0.379446,0.823101,-3.309198,0.424907,0.110074,0.446036,1.030657,-0.353257,3.254757,0.236817,-0.247029
CXCL9,-0.084699,0.175446,-0.027295,0.043923,-0.012191,0.109517,9.27658,0.214578,0.269989,-2.745983,3.473944,0.089619,-0.255215,-0.041766,0.065116,0.044504,-3.067002,0.264619,-0.141476,3.495327,-0.238628,-0.27517,-5.937078,3.128655,-0.201565,3.223773,0.14112,-0.081461,-0.059509,-2.989726,3.00945,-0.233368,-0.05186,0.18717,3.385889,0.009342,-0.094274,0.333087,0.116614,-0.215548,0.328665,-0.465998,-0.061347,0.088543,0.31388,-0.1143,-0.192465,0.169603,0.130324
OPG,-0.017999,-0.069124,-0.03491,0.025711,0.076577,0.007527,0.033442,-0.002746,-0.011906,0.00459,3.298811,0.140312,-0.073734,-6.676725,0.015953,0.070644,-0.018073,-0.026783,3.305069,0.022377,-3.356382,-0.001863,0.024388,-0.005371,0.07274,-3.257101,0.056073,-6.604552,0.002751,0.107581,0.005196,0.022075,-0.016948,0.077016,0.045063,-0.017744,0.049059,0.029319,-0.044389,9.765147,-0.028423,-0.068562,0.04077,-3.280501,9.883392,-0.051163,0.031362,-3.220922,6.684987
IL18,-0.021837,0.157033,0.159418,-0.001052,-0.045784,0.121868,-0.053418,0.079985,0.515716,0.280236,0.221494,0.114258,-3.300127,-0.017129,0.254599,0.162298,0.099551,0.14274,-0.147876,0.161316,-3.324054,-0.057127,0.219442,-3.333098,0.405417,3.447688,0.132665,-0.226172,-0.102279,0.218301,-0.14873,-0.102437,-0.177468,0.070495,0.042481,0.046523,-0.065105,0.117219,0.057568,0.082711,0.047278,0.166616,0.21124,0.052769,-3.324607,3.210064,0.034241,0.162901,-3.179395
IL-12B,-3.387367,0.343277,0.024451,-0.090875,0.312967,0.166571,-0.164913,0.181286,0.187981,0.172239,-0.020199,0.125572,0.029149,2.995978,-0.197737,0.122229,0.536797,0.612984,0.084026,-0.328369,3.29885,0.131924,0.312135,0.106283,0.446074,3.657026,0.279091,-0.158195,3.347302,0.17693,-0.330732,0.357839,-3.126956,0.637169,-0.347862,0.266554,0.085873,-6.780842,-6.832584,-0.013262,0.117777,0.380328,0.196201,-0.519559,-0.324088,-0.417037,0.847703,-3.147068,0.261359
RANKL,-3.457878,-3.43312,0.080074,-0.10955,0.268249,-0.809846,0.018955,0.253678,1.158264,0.236506,-0.114924,0.35492,-0.045553,3.125211,-3.705018,0.557277,-0.091044,0.902646,0.501923,0.001887,0.625095,0.114157,0.763934,-0.069586,0.373204,-0.054495,0.378984,-0.881813,0.115821,0.10753,0.127938,6.572855,-0.209356,-6.293169,-0.101386,0.355774,3.734053,-0.233711,-0.374515,-7.168253,-0.78426,-0.005096,0.165809,0.326822,0.025151,-0.240555,0.178979,-3.2932,0.062374
CDCP1,-0.114324,-0.315787,0.020204,0.313865,0.625234,6.341799,0.033485,0.102443,0.128353,0.301451,-0.396502,0.675638,-0.470784,0.245415,-0.232333,-0.284189,0.2064,-0.870059,0.060616,0.672517,-3.301758,0.151299,-0.123483,0.356906,0.221017,8.389125,0.37599,0.55023,-0.164126,0.359004,0.217554,1.036056,-0.055561,-0.174078,-7.243561,0.437999,0.877799,3.139526,-0.196841,0.63172,3.134156,0.057561,-0.56116,-0.262403,-0.194027,0.503508,0.337817,3.709824,0.254846
MMP-10,-0.100234,-0.178729,0.283959,-0.422522,-3.417503,-0.043025,-0.239065,-0.226127,0.365132,-3.239345,0.098856,0.309407,-0.449343,0.591928,-0.268668,0.158915,-3.655492,0.283076,-0.293005,3.49363,3.251609,3.305599,0.172876,-0.04651,-0.0344,-3.541033,-0.121158,0.071737,0.261536,0.382945,-0.069731,-0.453258,0.529111,-0.031715,0.207268,-0.262114,0.07632,-0.189828,-0.469655,0.059774,3.25271,-0.281587,0.247233,0.220758,0.329437,0.118916,0.150906,0.026298,0.21088
PD-L1,6.590174,-0.066029,0.148188,0.055884,0.06787,-3.308415,-0.123082,0.006527,0.09056,3.317496,0.00794,0.108042,-0.129318,0.18145,-3.31046,-3.028632,0.082392,0.219115,0.092755,0.061379,-0.092054,-0.015062,0.314488,-0.071711,-3.042014,0.077591,-3.246306,-0.158974,-0.017175,0.140012,-0.134738,-3.226902,0.195513,3.500123,-0.202916,3.170531,3.183439,-0.047826,0.037375,-0.275902,3.313735,-0.144917,0.143666,0.162724,0.077674,-0.105567,0.130544,0.126824,0.191135
CD244,-0.059757,-0.118966,-0.042087,0.013509,0.112688,0.004702,0.039445,0.02342,0.041876,0.018038,-3.255305,0.088486,-0.077589,-0.13829,-0.075158,0.061674,-0.007954,3.300528,-0.000867,-3.203221,0.002147,-0.040138,0.01808,0.041249,0.130574,0.03065,0.077641,0.103917,0.033631,0.191398,0.094874,0.01176,-0.036846,-0.041926,0.20191,-0.01724,3.453023,3.351526,-0.105225,0.071936,3.232317,0.08823,-3.299874,-3.275016,6.700146,0.083177,-3.437959,0.170278,0.066761
ST1A1,-8.310254,-0.961595,-4.097483,-1.481417,-0.616653,4.014455,-0.423246,-1.051239,7.712844,-0.365481,-1.416748,0.388476,0.171704,4.769653,6.919735,0.812467,-8.220932,-1.170075,-1.119927,8.18501,-5.332105,4.814535,-8.221919,0.303003,0.948349,-0.710041,0.033659,0.096353,8.241559,1.160814,-7.995989,-8.065765,-8.394656,-3.440557,-7.249859,-0.128381,-0.445692,-8.269071,4.047801,8.320093,-0.160592,8.437422,0.933578,-3.059259,-3.407952,0.41466,-0.107107,-4.353828,8.388479
IL6,-0.282446,0.971476,-1.441238,0.333101,0.144784,-0.593293,3.643953,-4.639474,-0.009806,0.187908,-0.408577,2.874255,3.770526,4.269221,-0.124925,-0.733126,-0.962989,-0.946204,0.069044,0.618363,0.149573,0.15233,-0.444692,3.330333,3.553353,4.728343,0.006189,2.860565,-4.052824,1.482495,4.069721,4.410711,-0.456383,-0.261173,0.124114,3.452391,-0.502721,-0.508476,3.311686,0.749409,0.437037,-0.011158,0.255236,-3.808501,-0.963154,-0.641973,0.441969,-2.918039,0.217398
Beta-NGF,-0.777636,-7.931178,0.428742,0.309775,-0.296088,-0.446039,-0.005914,1.56877,-0.768026,-0.405048,-3.698949,0.391255,-0.998368,0.052555,0.145515,-6.955057,0.270888,0.009017,0.207509,-1.371718,0.529851,0.480045,0.188658,-7.210438,1.285847,8.945488,0.398467,-0.019669,0.107212,0.684156,-8.798445,0.325827,-0.583084,-0.628156,-0.593564,1.00964,-1.215009,-7.991191,1.030563,-2.840367,8.699605,-0.20254,-0.546225,1.121498,-0.570132,-0.142912,0.143915,1.006159,0.884721
CXCL1,-3.417187,3.237157,-3.330151,3.211902,-0.007313,0.17713,-0.015752,0.015393,-9.930816,0.059168,-0.094144,9.833641,3.330847,-3.377902,9.838748,3.453382,-0.121597,0.14263,-9.897213,-0.108002,-0.281057,-0.007916,-0.002661,9.848453,-9.695506,-0.031487,-6.516638,0.084654,-9.753001,-9.894386,-0.086021,-0.29821,0.024137,0.006649,9.857482,0.005897,-0.033344,3.202415,-0.169171,-9.701996,-0.049916,9.810299,0.051288,-0.197681,-3.103812,0.098726,3.255351,0.085505,0.166771
EN-RAGE,-1.745339,-0.290839,-0.727229,-1.283953,-0.240455,2.707068,-0.375692,0.150987,3.912009,-0.673439,-4.572191,-0.889184,7.204217,0.086755,0.039168,-3.470889,-0.264919,-0.971936,-0.497155,-0.10151,-0.15223,-0.040687,-0.566305,6.233268,0.359991,-0.471061,0.162686,-0.07833,-0.453684,0.538625,-0.571914,-0.301994,0.199029,-0.715639,-0.516881,-0.225015,0.703521,-0.771316,0.224369,3.085763,-3.937427,-0.12497,0.631849,1.143374,0.387286,0.830995,3.196806,0.330732,1.45421
