Probes	G104	G108	G109	G110	G112	G113	G117	G123	G126	G128	G132	G133	G134	G135	G136	G139	G142	G144	G302	G303	G304	G306	G310	G316	G319	G328	G332	G337	G356	G358	G359	G360	G362	G363	G367	G368	G373	G374	G375	G379	G382	G383	G385	G386	G387	G390	G391	G395	G397
MCP1	0.022653184	-6.483842869	0.167849985	-0.023781226	0.205010343	-9.879194862	-0.124592137	0.038510829	-0.059344461	0.302855361	0.092353605	-6.590370998	-0.067114196	-0.069241751	6.717758958	0.018278734	0.100118463	0.285511122	-0.089730161	0.006700872	-0.233965718	-9.881977986	0.256595845	0.108393186	-9.732714414	0.099079774	-6.437848765	0.059058089	0.171400301	0.113762275	0.046040748	-0.005231901	9.797667357	0.265424953	6.569937253	6.599491594	-0.053127239	0.163895404	0.030860964	-0.075785306	0.124290921	0.002553443	0.054447784	0.036166138	0.140990101	-6.704232556	-0.05948738	0.130724612	0.098022341
CD40	9.882772688	-0.040920255	-0.007138535	6.569840467	3.310078245	0.014411508	-0.005641044	-0.003958714	-9.879422265	0.041539195	-3.250080679	9.893938748	6.675231857	-3.285695778	-0.012624539	-3.281084336	9.894207891	-9.844441643	-0.068479738	0.000206761	-0.040316596	-0.003151044	9.942781054	9.894515223	-9.739641872	9.929081304	-9.910895021	-0.021062116	-9.927562208	-9.851732684	9.867619763	3.185137774	3.336095903	3.350124852	0.004224586	6.58283501	9.880412096	-0.015782997	9.926228663	-0.028356479	0.009944761	6.664597171	-9.855533421	-9.824282919	-9.89325596	9.834165569	0.009387665	-9.866112556	0.086987233
MCP-2	0.12765378	0.031173943	0.183321064	-3.163707403	0.118971315	-0.038699356	-6.361742146	0.122219142	0.131576695	6.88073063	0.071857154	0.18815691	0.059995826	-3.349219372	3.461216533	-6.504263851	0.100970817	0.193677835	0.058983814	6.837555528	0.088627812	0.116618453	0.204370997	0.242987347	3.656350797	0.064821478	-9.794314421	0.131601475	-9.730989669	0.146416639	0.055623462	3.375195783	0.06017645	0.09876677	0.032176413	0.113457252	0.066636394	0.062167824	0.146052753	0.208423211	0.065472499	3.513839636	0.16865971	0.11438048	0.143467093	-3.19039631	0.03280871	0.222667181	0.199139896
TNFRSF9	-0.064736641	-0.13933548	-0.063586125	-0.027731616	0.160398896	-0.046055696	0.077087493	-0.007718412	-3.293707577	0.125029799	-0.018523526	-3.328434169	0.038016609	-0.067462902	3.376618331	3.246149027	3.35745188	-0.051936128	-0.051405155	0.159008421	-0.005332046	-0.013384941	-0.123549065	0.035157251	-3.216815444	0.177733792	0.050216192	0.0699187	0.056182075	0.171440017	-0.107526069	0.065000355	-0.012976268	0.006734926	0.0406282	3.384698117	-0.033684635	-3.336311618	-0.004469117	0.072699155	0.004545336	0.045881173	0.045616795	0.063960556	-0.01946005	-0.044336045	-0.109031247	0.155997058	0.103895327
FGF23	-0.119969266	-0.408072314	0.279792992	-0.039812409	-0.644031381	0.055378709	-0.273735189	-0.161980882	0.048952755	-0.795861691	-0.522175793	-0.125447414	-0.336731588	-7.38584814	-3.738068354	0.438506576	0.317337686	-2.09254857	-0.581590049	0.380929771	0.143053796	0.432266632	-0.495525119	-0.20918767	0.357143561	0.194935219	-3.66732502	1.812657679	-3.119371864	0.390615731	-0.748790639	-0.484093736	0.197010809	-0.229090461	-0.892128025	-0.162461459	-0.375473221	-0.330452332	-0.695544269	2.713907716	-0.150600105	0.257131381	-2.672789148	0.023570811	3.665149861	-0.472599763	1.260817032	3.830816285	0.462247339
TWEAK	6.578453344	-0.091311619	-0.056919122	-3.330185474	3.34029407	-0.052518711	0.054481223	0.021133851	-3.267660671	0.027680566	-0.001993951	0.051015253	0.006837426	-0.066818014	-0.016336359	0.014851822	-0.015715488	-0.05569044	-0.044214175	-3.280411357	-0.012820282	-0.026632013	0.003124648	0.007138878	0.053941527	0.109412152	0.053607728	0.069396548	0.016259203	-9.818138135	-0.080391411	0.017455035	-0.0775219	-0.014232247	-3.262910443	-0.022222513	-0.059718232	-0.010439543	0.026116808	0.057581413	-0.067450392	0.037982267	0.029900522	0.037759745	0.000558558	-0.018219792	-0.089724654	0.105465476	0.061321342
OSM	3.232249702	0.123274688	-0.538093083	-0.241856883	-0.072736661	-3.006529269	2.722991345	0.335157695	-3.226772865	-0.421764402	-0.261023262	-1.157786895	0.393912445	0.207231931	-4.013024026	-0.136191005	-0.185034952	-0.135921022	0.439468693	0.340822356	-0.670957068	2.622984938	-0.123848547	-0.458711982	3.981201698	-0.059605611	-3.493476241	0.37789288	-0.271320163	-2.483696849	-4.249666349	-3.835834428	0.643460826	2.908116605	-0.744495177	0.518899566	-0.062850513	-0.601689251	0.03600332	-0.975890064	-0.174259388	-0.149392027	3.576289839	1.329017039	0.767799878	0.449195445	0.038598602	0.197992156	0.449082625
MCP3	-0.206809512	0.117255489	0.068636154	0	0.334737554	0	0.314963682	-3.244500215	0.169140119	0.399907658	3.041183292	0	-2.909769218	0.285882357	0.41958165	-0.285132921	-0.233941083	-0.91402874	0.184287313	3.557885378	0.232826588	-0.001231471	-0.008659155	0	0.163835696	0.291964423	-3.02490974	0	-0.09918062	-3.071331429	0.463711136	0.597366913	3.158950521	0.567183917	-6.766360686	-0.05692016	-0.355742879	-0.181984503	2.934286114	0.233318945	0.245846146	0.38645894	0.364375152	-0.312554383	3.354425189	-0.073125376	0.341152101	0.184868307	0
FGF-21	-0.008989384	0.123592148	4.163162746	-0.020398014	0.055339129	-0.683008287	1.04238479	-0.015370555	1.11878428	0.154699043	3.695827563	6.384719559	0.148951725	-0.306830113	-0.016993114	-0.357522089	0.266640896	0.565818818	-0.580840821	1.089721391	3.838534391	-0.097373485	-0.901022594	-1.428194493	0.425705627	-0.073063337	0.412440937	-0.120702222	-0.333654836	0.563747661	3.197599296	-0.530367514	-0.029901772	0.274679564	2.307863495	0.339957735	-2.102278605	2.447875081	0.379446324	0.823101206	-3.30919757	0.42490681	0.110073692	0.44603571	1.030657076	-0.353256624	3.254757342	0.236816681	-0.247028553
CXCL9	-0.084699336	0.175446345	-0.027295458	0.043922911	-0.01219079	0.109516762	9.27658047	0.214578276	0.269988579	-2.745982595	3.473943899	0.089619164	-0.255215034	-0.041766336	0.065116369	0.044503562	-3.067002164	0.264619263	-0.141476273	3.495326615	-0.238628269	-0.275169626	-5.937078354	3.128654886	-0.201564513	3.223773383	0.14111953	-0.08146104	-0.059509244	-2.989725836	3.009449741	-0.233368169	-0.051859895	0.187169683	3.385888518	0.009342125	-0.094274453	0.333086543	0.116613597	-0.215547535	0.328664986	-0.465997828	-0.061347388	0.088543125	0.31388033	-0.114300177	-0.192465017	0.169602924	0.1303243
OPG	-0.017998713	-0.069124044	-0.03491037	0.025710769	0.076577188	0.007527199	0.033441821	-0.002745507	-0.011906146	0.004590282	3.298811326	0.140312455	-0.073734482	-6.676724907	0.015953417	0.070644263	-0.01807272	-0.026782718	3.305069127	0.022376526	-3.356381609	-0.001863372	0.024387841	-0.005371361	0.072740373	-3.257101336	0.05607337	-6.604552307	0.00275086	0.107581498	0.005196083	0.022074955	-0.016948349	0.077015542	0.04506331	-0.017744415	0.049058768	0.029318977	-0.044388994	9.765147118	-0.028422776	-0.068561846	0.040770287	-3.280500663	9.883391803	-0.0511631	0.031361661	-3.220921643	6.684986713
IL18	-0.021836516	0.157033184	0.159418438	-0.001051844	-0.045783606	0.121867948	-0.053418281	0.079984655	0.515715998	0.280235645	0.221493533	0.114257725	-3.300127153	-0.01712902	0.254598916	0.162298137	0.099551001	0.142740473	-0.147875668	0.161316275	-3.324053761	-0.05712686	0.219442094	-3.333097577	0.405417409	3.447688095	0.132664752	-0.226171554	-0.10227906	0.218300886	-0.148730395	-0.102436608	-0.177467799	0.070494645	0.042481137	0.04652335	-0.065105025	0.117218814	0.057567924	0.082711173	0.047278401	0.16661609	0.211239783	0.052768565	-3.324606533	3.210063852	0.034241235	0.162901179	-3.179394502
IL-12B	-3.387367386	0.343276941	0.024451378	-0.090875074	0.312967369	0.166570692	-0.164913202	0.181285946	0.187981324	0.17223896	-0.020198831	0.125571932	0.02914929	2.995977777	-0.197736841	0.122229028	0.536797274	0.612984258	0.08402581	-0.328369438	3.29885037	0.131923532	0.312135006	0.106283395	0.446074294	3.657026492	0.279090889	-0.158195147	3.347301525	0.176929507	-0.330732029	0.357838501	-3.126955588	0.637169335	-0.347861503	0.266554189	0.085872786	-6.780842098	-6.832583544	-0.013262166	0.117777212	0.380327936	0.196200824	-0.519558766	-0.324087806	-0.417037196	0.847703444	-3.147067891	0.261358801
RANKL	-3.457878151	-3.433120383	0.080074054	-0.109549874	0.268248522	-0.809846017	0.018954543	0.253678007	1.158264351	0.236506431	-0.114923623	0.354920206	-0.045553143	3.125210876	-3.705017893	0.557277413	-0.091044264	0.902646483	0.501922682	0.001886988	0.625094962	0.114157301	0.763933991	-0.069585581	0.37320356	-0.054494824	0.378983782	-0.88181286	0.115821217	0.107529566	0.127937567	6.572854849	-0.209355597	-6.293168903	-0.101385729	0.355774344	3.734052578	-0.233710753	-0.374515186	-7.16825322	-0.784259753	-0.005096321	0.165809364	0.326822278	0.025151159	-0.240554867	0.178979277	-3.293199857	0.062373608
CDCP1	-0.11432393	-0.315787163	0.020204169	0.31386479	0.625234427	6.341798801	0.033485422	0.102443438	0.12835259	0.301451444	-0.396501865	0.675637932	-0.470784014	0.245414768	-0.232333322	-0.284189427	0.206399979	-0.87005858	0.060615849	0.672517478	-3.301758278	0.151299102	-0.123482501	0.356906375	0.221017493	8.389125175	0.375990355	0.550229951	-0.164126476	0.359004182	0.217553769	1.03605592	-0.055561458	-0.174078307	-7.243560962	0.437998922	0.877798827	3.139525637	-0.196841265	0.631719767	3.134155546	0.057561208	-0.561159504	-0.262402594	-0.194026865	0.50350802	0.337817367	3.709823746	0.254845835
MMP-10	-0.100234114	-0.178728602	0.283959196	-0.422521613	-3.417502834	-0.043024927	-0.239065269	-0.226127088	0.365131693	-3.239344842	0.098856094	0.309407008	-0.449342674	0.59192833	-0.26866822	0.158914541	-3.655491672	0.283075593	-0.293004579	3.493630276	3.251608877	3.305599101	0.172876482	-0.046510301	-0.034400189	-3.541032628	-0.121157915	0.071737057	0.261535631	0.382944773	-0.06973085	-0.453258181	0.529111232	-0.031714561	0.20726773	-0.262114417	0.076319525	-0.189828264	-0.469655253	0.059773632	3.252710201	-0.281587497	0.247232826	0.220758307	0.329436914	0.118915617	0.150905991	0.02629832	0.210880456
PD-L1	6.590173586	-0.066028856	0.148187934	0.055883912	0.067869613	-3.30841548	-0.12308159	0.00652746	0.090560202	3.317495907	0.007940476	0.108042153	-0.129318102	0.181450194	-3.310459863	-3.028632476	0.082391594	0.219114506	0.092755131	0.061379045	-0.092054456	-0.015062338	0.314487798	-0.071711361	-3.042013539	0.077590543	-3.24630636	-0.15897401	-0.017175244	0.140012405	-0.134738033	-3.226902031	0.195513019	3.500122783	-0.202916177	3.170531103	3.183439065	-0.04782625	0.037375058	-0.275902271	3.313735106	-0.144917372	0.143665864	0.162723964	0.077674491	-0.105567149	0.13054363	0.126823852	0.191135072
CD244	-0.059757227	-0.118965595	-0.042086756	0.013509321	0.112688094	0.004702299	0.039445349	0.023420116	0.041876473	0.018038283	-3.25530499	0.088485627	-0.077589484	-0.138290072	-0.075157875	0.061674362	-0.007953973	3.300527566	-0.00086746	-3.203220629	0.002146649	-0.040138183	0.018079766	0.041249348	0.130574366	0.030650081	0.077640953	0.103917431	0.033630711	0.191398136	0.094874275	0.011759799	-0.036846087	-0.041925991	0.201909644	-0.017239646	3.453023025	3.351525899	-0.105225061	0.07193553	3.232317009	0.088230473	-3.299874209	-3.27501593	6.700146049	0.083177221	-3.437958538	0.170278176	0.066760739
ST1A1	-8.31025406	-0.961594961	-4.097482855	-1.481417161	-0.616652662	4.014455313	-0.423245647	-1.051238502	7.712843596	-0.365481353	-1.416748385	0.388475881	0.171704007	4.769652896	6.919735055	0.812466593	-8.220932129	-1.170075446	-1.119926749	8.185009952	-5.332105118	4.814534762	-8.221919274	0.303003437	0.948349081	-0.710040776	0.033659089	0.096353454	8.241559031	1.160814402	-7.995988532	-8.065765388	-8.394655726	-3.440557103	-7.24985919	-0.128380683	-0.445692119	-8.269070901	4.047800721	8.32009323	-0.160592345	8.437421977	0.93357775	-3.059259422	-3.407952095	0.414659847	-0.10710657	-4.353827928	8.388479129
IL6	-0.282446261	0.971475852	-1.44123841	0.333101001	0.144783752	-0.593292921	3.643952515	-4.63947371	-0.009805692	0.187907544	-0.408577222	2.874254702	3.77052611	4.26922059	-0.12492483	-0.733126097	-0.962988836	-0.946203877	0.06904429	0.618363083	0.149573075	0.152330454	-0.444692329	3.330332823	3.553352537	4.728342958	0.006189412	2.860565439	-4.052824261	1.482494864	4.069721161	4.410710638	-0.456382517	-0.261172607	0.124114244	3.452390669	-0.502721385	-0.508475695	3.311686267	0.749409046	0.437036589	-0.011157617	0.255235627	-3.808500559	-0.963153813	-0.641972594	0.441968505	-2.918038951	0.217397619
Beta-NGF	-0.777635917	-7.931177987	0.428742406	0.309775064	-0.296087791	-0.446038821	-0.005914048	1.568769608	-0.768025891	-0.405047512	-3.698948632	0.391255014	-0.998368053	0.052554708	0.145514764	-6.955056761	0.270888003	0.009016873	0.207509387	-1.37171805	0.529850829	0.480044965	0.188657897	-7.210438256	1.285847062	8.94548841	0.398467043	-0.019668668	0.107212343	0.684155537	-8.798444892	0.325827154	-0.583084043	-0.628155515	-0.593563976	1.009640219	-1.21500917	-7.991191393	1.030563103	-2.84036673	8.699604639	-0.20254041	-0.546224775	1.121497943	-0.570131632	-0.142911576	0.14391498	1.006158924	0.884721477
CXCL1	-3.417186616	3.237157328	-3.330151309	3.211902366	-0.007313409	0.177130011	-0.015751666	0.015393086	-9.930815679	0.059168201	-0.094144457	9.833641261	3.330846666	-3.377901782	9.838747718	3.453381841	-0.12159665	0.14263033	-9.897213463	-0.10800173	-0.281056931	-0.007916333	-0.00266064	9.848452882	-9.695506238	-0.031486666	-6.516637501	0.084653587	-9.753000691	-9.89438622	-0.086021424	-0.298209564	0.024137084	0.006648888	9.857482081	0.005896503	-0.033344227	3.202414747	-0.16917103	-9.701995797	-0.049915666	9.810299416	0.051287706	-0.197680668	-3.103812402	0.098726368	3.255351472	0.085504642	0.166771452
EN-RAGE	-1.745338539	-0.290839411	-0.727228911	-1.283952604	-0.240455048	2.707067922	-0.375691982	0.150987289	3.91200906	-0.673439406	-4.572191263	-0.889183761	7.204217347	0.086755313	0.039167893	-3.470888913	-0.264919177	-0.971936048	-0.4971551	-0.101510091	-0.152230301	-0.040686535	-0.566304704	6.233267789	0.359991278	-0.471060834	0.162686001	-0.078330026	-0.453683835	0.538624852	-0.571914439	-0.301993729	0.199029181	-0.715639086	-0.516880672	-0.225014983	0.703521134	-0.77131573	0.224369407	3.085763367	-3.937426794	-0.124969783	0.631848888	1.143373924	0.387286357	0.830994615	3.196805693	0.330732295	1.454210204
