Sample,G101,G102,G103,G104,G105,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G123,G126,G130,G132,G133,G134,G135,G136,G137,G138,G139,G140,G142,G143,G144,G301,G303,G304,G305,G306,G307,G308,G309,G310,G311,G312,G313,G314,G315,G317,G318,G319,G320,G322,G323,G324,G325,G327,G328,G332,G334,G335,G336,G337,G338,G340,G341,G342,G345,G347,G350,G352,G354,G357,G359,G360,G361,G362,G363,G365,G366,G367,G368,G370,G372,G373,G374,G375,G376,G379,G381,G382,G383,G384,G385,G387,G389,G390,G391,G392,G393,G394,G396,G397
SALICYLICACID-2TMS-1-M/z268,-592.0,-432.0,-286.0,98.0,498.0,-281.0,410.0,338.0,-24.0,110.0,20.0,-441.0,-320.0,-410.0,-33.0,370.0,619.0,-117.0,-35.0,-133.0,456.0,-106.0,-219.0,47.0,-421.0,-521.0,-360.0,-435.0,-118.0,225.0,729.0,-331.0,33.0,-14.0,249.0,523.0,-287.0,124.0,-270.0,-241.0,-316.0,-58.0,-34.0,-404.0,-171.0,1.0,-198.0,-793.0,-315.0,608.0,-558.0,-393.0,442.0,-290.0,-278.0,-227.0,356.0,-589.0,138.0,-358.0,-799.0,-255.0,-256.0,160.0,-103.0,-587.0,42.0,345.0,-108.0,-112.0,-489.0,-32.0,19.0,219.0,-278.0,-306.0,124.0,-189.0,116.0,-309.0,-134.0,233.0,-87.0,290.0,-175.0,35.0,-54.0,-59.0,31.0,-9.0,-435.0,-217.0,-346.0,-30.0,-135.0,-9.0,-360.0,-343.0,464.0,-1.0,182.0,305.0
SERINE-N-O-O-TMS-1-M/z307,-1208.0,-189.0,988.0,-371.0,-523.0,-223.0,-488.0,-782.0,768.0,32.0,443.0,407.0,-111.0,374.0,323.0,1087.0,-813.0,1111.0,507.0,1123.0,258.0,-438.0,306.0,624.0,1700.0,996.0,-1330.0,669.0,-1391.0,-1349.0,-28.0,370.0,-283.0,-87.0,-232.0,152.0,215.0,-1292.0,1220.0,-327.0,-402.0,283.0,-194.0,-354.0,330.0,-177.0,1348.0,1199.0,-103.0,-300.0,-1072.0,-1431.0,-77.0,1029.0,118.0,745.0,-1292.0,-781.0,-484.0,126.0,413.0,311.0,730.0,-114.0,39.0,1392.0,52.0,379.0,322.0,1115.0,473.0,190.0,-900.0,837.0,-759.0,-69.0,614.0,-403.0,367.0,-695.0,-439.0,2542.0,180.0,-88.0,-647.0,1038.0,671.0,568.0,-1872.0,-927.0,102.0,-259.0,-1073.0,-1377.0,-791.0,1631.0,1138.0,-248.0,781.0,-26.0,1342.0,-1123.0
SORBOSE-MEOX5TMS_1-1-M/z364,-1352.0,790.0,1859.0,-129.0,-88.0,205.0,20538.0,975.0,-522.0,2831.0,-14153.0,656.0,453.0,902.0,-21434.0,10939.0,3584.0,-21425.0,-14165.0,-369.0,2447.0,-13655.0,-1053.0,-23640.0,-1024.0,-5867.0,51371.0,370.0,-4043.0,834.0,-776.0,-958.0,11342.0,-4579.0,1933.0,2888.0,463.0,84.0,-410.0,430.0,-33.0,6693.0,-716.0,1319.0,-22228.0,-681.0,2236.0,-11296.0,8731.0,4659.0,11741.0,-184.0,557.0,-1464.0,-16999.0,1135.0,3158.0,-845.0,18511.0,18292.0,668.0,-4053.0,5800.0,-4610.0,-4734.0,1075.0,-1017.0,119.0,1945.0,-1201.0,2456.0,9972.0,-82.0,1375.0,456.0,-100.0,2794.0,548.0,323.0,14347.0,-785.0,25.0,-21691.0,2846.0,-12360.0,-1343.0,-431.0,1573.0,-149.0,-6362.0,319.0,11932.0,796.0,297.0,738.0,4702.0,128.0,-2295.0,11400.0,16546.0,6033.0,-2579.0
SORBOSE-MEOX5TMS_2-1,-31516.0,20913.0,50840.0,-6357.0,-14790.0,24473.0,492394.0,20860.0,-12825.0,106128.0,-402786.0,20540.0,14979.0,55472.0,-621271.0,315422.0,125410.0,-590674.0,-412027.0,1640.0,81425.0,-352410.0,-33195.0,-641173.0,-44854.0,-114851.0,1409619.0,12188.0,-97385.0,23881.0,-40285.0,-19232.0,357784.0,-118384.0,69986.0,97169.0,3842.0,736.0,422.0,22828.0,2307.0,190384.0,-8053.0,39960.0,-644631.0,-20507.0,60075.0,-337256.0,283169.0,162260.0,377809.0,-2208.0,2593.0,-39937.0,-476058.0,47343.0,67662.0,-31003.0,550456.0,496872.0,20350.0,-154187.0,197456.0,-147601.0,-120458.0,43196.0,-30476.0,8864.0,63773.0,-49599.0,61488.0,253116.0,-11679.0,33873.0,20077.0,-8200.0,95640.0,24400.0,28355.0,369747.0,-24502.0,-5627.0,-584084.0,69492.0,-327295.0,-44983.0,-6020.0,39172.0,-10346.0,-180010.0,11512.0,374955.0,28967.0,15710.0,12635.0,154427.0,454.0,-76148.0,310422.0,448579.0,154074.0,-75500.0
SUCROSE-8TMS-1-M/z362,-1175.0,-6335.0,-781.0,378.0,-29.0,468.0,395.0,-311.0,-2109.0,549.0,146.0,188.0,-95.0,-24.0,-271.0,709.0,-90.0,276.0,-350.0,-70.0,-536.0,-915.0,-62.0,-387.0,462.0,102.0,-176.0,-3.0,-58.0,-2521.0,-121.0,-364.0,274.0,200.0,-637.0,208.0,-411.0,1597.0,1270.0,-1651.0,-152.0,-4213.0,-1077.0,-2546.0,-1370.0,319.0,-2616.0,435.0,3095.0,596.0,614.0,-83.0,1108.0,-655.0,363.0,103.0,68.0,-847.0,4182.0,2599.0,-713.0,-1533.0,-46.0,-424.0,-24.0,-291.0,-1046.0,-919.0,212.0,-386.0,1757.0,177.0,126.0,-3053.0,-865.0,-1963.0,1700.0,481.0,1525.0,299.0,-502.0,-713.0,488.0,261.0,-2472.0,-306.0,-155.0,581.0,968.0,-1204.0,-392.0,1575.0,495.0,355.0,301.0,798.0,169.0,258.0,1177.0,2479.0,-132.0,-310.0
TAURINE-3TMS-1-M/z328,-101.0,-51.0,0.0,-605.0,-227.0,95.0,-114.0,0.0,47.0,-152.0,548.0,134.0,-56.0,109.0,70.0,53.0,-18.0,0.0,-213.0,4.0,122.0,-475.0,502.0,2628.0,1014.0,-2032.0,4769.0,463.0,3942.0,-443.0,504.0,3.0,97.0,-1644.0,-158.0,0.0,0.0,-32.0,703.0,0.0,3372.0,-162.0,-557.0,-906.0,150.0,411.0,560.0,-486.0,0.0,0.0,99.0,-141.0,811.0,-43.0,-1064.0,-127.0,-1408.0,-114.0,65.0,-621.0,251.0,46.0,605.0,-647.0,1964.0,-226.0,2388.0,2031.0,-935.0,-835.0,-1573.0,-1308.0,-668.0,-744.0,-327.0,-998.0,-304.0,-979.0,7211.0,-890.0,-588.0,-843.0,753.0,838.0,-1726.0,-115.0,312.0,1314.0,-1538.0,-1217.0,459.0,556.0,4.0,-2418.0,-39.0,88.0,-1146.0,-714.0,1453.0,8473.0,514.0,767.0
THREONINE-N-O-O-TMS-1-M/z293,-5618.0,1091.0,-482.0,-1199.0,-1393.0,-3307.0,-312.0,567.0,3282.0,310.0,-2708.0,-1481.0,-2816.0,919.0,-842.0,706.0,-2615.0,1820.0,1293.0,-1042.0,2230.0,-797.0,2416.0,2870.0,10065.0,-1978.0,-5868.0,4301.0,-7518.0,-10103.0,-2803.0,5201.0,-3540.0,5132.0,3466.0,-3438.0,-2362.0,-9680.0,-1342.0,-530.0,-2133.0,8492.0,501.0,175.0,4151.0,3459.0,1822.0,1136.0,-8336.0,4164.0,-6926.0,-4197.0,-2673.0,1006.0,-1993.0,6909.0,-7193.0,-5506.0,-4037.0,2313.0,122.0,5381.0,4920.0,-3982.0,55.0,5548.0,-202.0,12880.0,-2630.0,7154.0,-3422.0,-3832.0,308.0,1297.0,-4261.0,-1052.0,-5271.0,-2510.0,-2044.0,-5943.0,-359.0,10050.0,5634.0,1370.0,-4042.0,-1233.0,5708.0,2396.0,-9929.0,-8886.0,-4069.0,-436.0,-5272.0,-14119.0,557.0,6314.0,4729.0,-3538.0,6092.0,1066.0,7099.0,-12811.0
TRYPTOPHAN-N-N-O-TMS-1-M/z303,-1216.0,-370.0,-205.0,-64.0,-585.0,-741.0,-644.0,-183.0,-602.0,-37.0,728.0,-42.0,-225.0,-849.0,-364.0,13.0,-1037.0,567.0,-185.0,-402.0,-289.0,-631.0,-63.0,-120.0,916.0,93.0,-1081.0,-195.0,-2021.0,-190.0,54.0,-1174.0,-278.0,1558.0,50.0,-450.0,195.0,-120.0,-82.0,-631.0,-97.0,359.0,-60.0,-363.0,-897.0,1194.0,215.0,550.0,236.0,1379.0,85.0,-765.0,-577.0,-402.0,-210.0,819.0,-614.0,-2912.0,-233.0,312.0,-760.0,645.0,-712.0,-88.0,1459.0,601.0,154.0,-553.0,363.0,-149.0,-741.0,-2420.0,-330.0,423.0,-699.0,-735.0,-579.0,-521.0,259.0,-950.0,-601.0,98.0,623.0,-350.0,-103.0,-231.0,325.0,24.0,-1156.0,-665.0,-514.0,602.0,-488.0,-922.0,-483.0,420.0,-544.0,-1181.0,331.0,-153.0,705.0,-35.0
TYROSINE-N-O-O-TMS-1-M/z382,146.0,-406.0,1587.0,-1156.0,-225.0,2739.0,-2295.0,292.0,2013.0,-1384.0,-810.0,695.0,-1982.0,-1330.0,192.0,348.0,-1734.0,1559.0,325.0,1036.0,305.0,-420.0,352.0,2079.0,5349.0,-471.0,-2346.0,297.0,-3107.0,-3558.0,821.0,-1634.0,-4012.0,1530.0,-1498.0,-220.0,-1698.0,558.0,490.0,-843.0,-121.0,2585.0,1409.0,559.0,882.0,2710.0,1078.0,2648.0,-766.0,1225.0,-112.0,-1890.0,-2871.0,-983.0,-298.0,816.0,-1061.0,-2566.0,-1126.0,99.0,2396.0,801.0,442.0,-695.0,1783.0,1672.0,-519.0,778.0,1698.0,1761.0,74.0,-3118.0,-730.0,1727.0,-2146.0,-680.0,-4868.0,-2701.0,1424.0,-2582.0,-1029.0,2009.0,1662.0,14.0,-565.0,2961.0,4191.0,2162.0,-2127.0,-2090.0,-1157.0,2667.0,-4502.0,1130.0,370.0,2342.0,-34.0,-689.0,1650.0,646.0,575.0,118.0
URICACID-N-O-O-O-TMS-1-M/z72,-20250.0,-635.0,15757.0,-34844.0,-35895.0,-44900.0,-1408.0,-38681.0,11328.0,13733.0,-7538.0,-4683.0,-23825.0,-19324.0,-16314.0,-23999.0,-52195.0,498.0,22569.0,-42129.0,-8604.0,-5057.0,-23269.0,11250.0,-9791.0,-49439.0,-17333.0,1841.0,-48907.0,8047.0,-14760.0,7221.0,14544.0,18872.0,15767.0,-6353.0,1606.0,-6397.0,-30417.0,-5256.0,-5193.0,-24379.0,19959.0,-3543.0,-17629.0,-12797.0,16017.0,-16916.0,7460.0,22473.0,-25.0,-9329.0,16939.0,-26083.0,-7298.0,18647.0,32788.0,4321.0,1345.0,-4940.0,-891.0,2437.0,-1868.0,9067.0,-11534.0,6359.0,9638.0,-3551.0,-8758.0,-62709.0,-14897.0,11964.0,4326.0,-567.0,-6540.0,8435.0,23319.0,-8474.0,-24765.0,25211.0,-1804.0,-6884.0,-3059.0,11261.0,-17430.0,-30104.0,17675.0,11965.0,-29638.0,-23070.0,-2570.0,-4935.0,13767.0,-18986.0,-26887.0,2219.0,12292.0,-10916.0,4305.0,-16793.0,-8621.0,-11803.0
VALINE-N-O-TMS-1-M/z246,-115.0,1101.0,6179.0,-948.0,-7320.0,295.0,-3873.0,-3678.0,8725.0,-3678.0,1429.0,7393.0,-3210.0,910.0,-2837.0,3036.0,-2076.0,2381.0,368.0,-2011.0,511.0,-513.0,983.0,5278.0,10247.0,-1183.0,-3930.0,1896.0,-6443.0,-5923.0,127.0,-1833.0,-5434.0,9533.0,4418.0,-211.0,-4466.0,-888.0,-754.0,-1427.0,-1510.0,6050.0,6117.0,1993.0,-579.0,10892.0,3375.0,5082.0,-455.0,8093.0,-812.0,124.0,-2994.0,-5349.0,-3692.0,4324.0,326.0,86.0,-3611.0,1090.0,4614.0,2721.0,703.0,-2101.0,7175.0,1720.0,-22.0,2777.0,2976.0,6379.0,2540.0,-5845.0,1722.0,3646.0,-4783.0,-1253.0,-5609.0,-1621.0,2157.0,-3177.0,-1973.0,6490.0,4335.0,232.0,512.0,2010.0,5423.0,2196.0,-1698.0,-5008.0,-6937.0,7946.0,-6465.0,-4085.0,-817.0,305.0,-402.0,-5495.0,5865.0,5393.0,4983.0,-534.0
Tryptophan_Ri2161Mz202,-3673.0,318.0,-978.0,-1968.0,-1651.0,-2836.0,-1368.0,-1694.0,-2251.0,-1050.0,-960.0,309.0,-36.0,-1026.0,-574.0,-1847.0,-1635.0,229.0,-488.0,-2390.0,-1311.0,-1714.0,125.0,-886.0,-1337.0,-287.0,-1408.0,-375.0,-344.0,1696.0,-660.0,-1977.0,171.0,976.0,-820.0,-1378.0,1198.0,-111.0,-1201.0,-656.0,-1270.0,1161.0,1912.0,-187.0,-846.0,-341.0,-2222.0,-664.0,-72.0,3670.0,918.0,-114.0,-372.0,-719.0,-1042.0,-240.0,58.0,-979.0,-1324.0,1465.0,1829.0,144.0,297.0,150.0,794.0,-331.0,-129.0,288.0,-702.0,-3789.0,-684.0,-1456.0,-239.0,-1949.0,-501.0,-909.0,-407.0,-1469.0,693.0,-484.0,-1263.0,-191.0,338.0,744.0,110.0,-686.0,243.0,792.0,-220.0,-533.0,-623.0,362.0,-3602.0,0.0,113.0,-1142.0,-1216.0,700.0,-1474.0,100.0,-805.0,-611.0
Benzenebutanoic_acid_Ri2182Mz192,-1610.0,-138.0,784.0,-998.0,211.0,-103.0,88.0,-335.0,400.0,-1350.0,-135.0,485.0,143.0,553.0,829.0,142.0,-405.0,2371.0,-789.0,589.0,252.0,-975.0,675.0,50.0,463.0,2087.0,-529.0,176.0,-614.0,325.0,680.0,-601.0,-214.0,738.0,-149.0,1250.0,619.0,1006.0,270.0,34.0,-277.0,-614.0,77.0,674.0,-805.0,1290.0,-293.0,-371.0,-360.0,2074.0,20.0,-558.0,-953.0,-523.0,-45.0,-745.0,440.0,-522.0,-4.0,703.0,674.0,-193.0,87.0,1066.0,-518.0,-65.0,293.0,587.0,-302.0,94.0,369.0,-1256.0,351.0,146.0,-279.0,533.0,1185.0,1367.0,1221.0,-426.0,73.0,-386.0,-89.0,401.0,-513.0,-655.0,2284.0,805.0,-967.0,-748.0,-427.0,222.0,-545.0,181.0,100.0,1014.0,-981.0,5915.0,-468.0,-338.0,211.0,401.0
Myo_Inositol_phosphate_Ri2399Mz299,649.0,-211.0,-523.0,-797.0,-313.0,-1291.0,-744.0,583.0,-212.0,-1606.0,1032.0,485.0,478.0,-237.0,89.0,-465.0,1048.0,-949.0,546.0,-875.0,-1307.0,-371.0,365.0,780.0,122.0,-256.0,-578.0,31.0,825.0,-146.0,73.0,-869.0,-424.0,708.0,-248.0,-565.0,-310.0,-744.0,-243.0,-602.0,189.0,770.0,-66.0,218.0,-307.0,882.0,359.0,420.0,-989.0,-414.0,161.0,-610.0,-506.0,-555.0,321.0,1118.0,46.0,-519.0,221.0,104.0,491.0,965.0,-8.0,35.0,231.0,-179.0,573.0,98.0,962.0,-745.0,-238.0,-275.0,-186.0,-877.0,-94.0,-498.0,-139.0,-1051.0,-22.0,204.0,-492.0,-864.0,-173.0,-361.0,-100.0,68.0,-465.0,385.0,-305.0,-501.0,-1464.0,-427.0,249.0,-1118.0,89.0,-1209.0,123.0,1089.0,1103.0,-131.0,1045.0,-54.0
Kynuerine_Mz192-Time:373.01to374.92Mass:192to192,-744.0,-154.0,259.0,12.0,-500.0,-56.0,-404.0,-142.0,370.0,-115.0,130.0,-294.0,38.0,758.0,45.0,159.0,-291.0,800.0,-55.0,328.0,265.0,-736.0,79.0,283.0,145.0,497.0,-333.0,119.0,-286.0,135.0,-38.0,-249.0,293.0,-43.0,35.0,521.0,371.0,251.0,275.0,-42.0,-212.0,-274.0,-292.0,535.0,-469.0,598.0,9.0,-260.0,77.0,738.0,-143.0,-16.0,-295.0,13.0,-3.0,-165.0,57.0,-54.0,134.0,289.0,104.0,26.0,95.0,428.0,-35.0,-32.0,222.0,-52.0,83.0,-197.0,110.0,-500.0,110.0,138.0,35.0,316.0,262.0,-10.0,378.0,-140.0,215.0,-369.0,261.0,286.0,-43.0,-306.0,820.0,359.0,-380.0,-233.0,-261.0,98.0,82.0,118.0,-133.0,364.0,-311.0,2667.0,-354.0,-118.0,224.0,879.0
