Probes	G104	G108	G109	G110	G113	G117	G123	G126	G128	G132	G133	G134	G135	G136	G139	G142	G144	G302	G303	G304	G306	G310	G316	G319	G328	G332	G337	G356	G358	G359	G360	G362	G363	G367	G373	G374	G375	G382	G383	G385	G386	G387	G390	G397
COMT	0.06713177	0.298114842	0.673025184	-0.951910653	-0.162962061	-0.031841899	-0.845933686	-3.514669663	-1.348063486	8.401695402	0.731499079	0.278845977	0.022645487	0.184251783	0.355926219	-0.240236589	2.818724884	0.032382149	-3.479223357	-8.146168972	1.135377508	-0.367936214	-0.118100365	0.093672593	-0.051576039	-1.095505066	0.0165391	-0.170914332	0.72070835	-0.957697882	-4.347714361	-1.077887194	2.98934977	-0.256580941	-0.521483219	0.544005451	-0.015128529	-1.26666263	0.777672972	0.375036669	-3.525043161	2.991649873	1.425661695	7.028550805
CRKL	-0.294503692	-2.905221775	-6.40419996	-8.715006115	-0.634007259	-3.582091939	-1.155524217	-7.933080984	-0.815531217	7.835937523	1.229004971	0.10916185	0.048327966	-0.239966907	0.352409031	-0.440775934	-8.288072829	-0.115803395	-3.229418412	-9.670370209	8.669699449	-7.532440257	0.493504892	0.679083963	0.084383457	-8.615706939	-0.193970113	0.11512989	0.243381604	-9.293682592	-0.669803578	1.509363159	-0.290468669	-0.776413827	-0.67621523	0.184696808	0.207955087	-8.545839024	1.560660026	0.388695026	-3.454187001	-0.483780158	2.310658507	-1.588401948
CSF-1	-3.255623744	0.014275061	0.017967458	0.050784793	0.11903674	0.072561767	3.307407113	0.15429903	0.019854729	0.02322768	0.027980429	-3.328324317	0.024249242	-0.039501379	3.394939885	0.046366537	-0.036960981	0.020287202	0.095446401	0.077577123	0.056332407	3.398339066	0.158766333	0.107312604	0.012174121	0.178874304	-3.248271653	-3.37e-06	0.06235112	0.009027403	0.068696084	0.11100793	-0.00011668	0.101712862	-0.048609924	0.064668084	0.007429798	3.346790696	0.061742323	0.029839156	-3.308071687	-0.002837385	0.005408566	0.05513131
CST5	-0.072825529	-0.025664611	-0.059842129	-0.041672882	0.04292777	-0.006405589	0.027782923	0.083843459	0.161120903	-0.022485124	-3.317082843	0.026957334	0.100321156	-0.058685875	0.062226229	0.025994863	0.141251329	-0.056555285	0.048149086	0.055264994	-3.432488987	0.02213166	3.232484805	0.024245234	0.177825638	3.38790031	0.050800166	0.022025672	0.02624093	0.033804023	-0.005652402	0.016857243	0.016201405	-0.073524373	-0.077518265	-3.249378791	0.096743136	-0.053500768	-0.00667932	-6.624909874	0.100554884	6.703593004	-0.014812956	0.080077803
CTSH	-0.08128528	-0.223333021	3.179833027	0.396899226	0.107979206	-0.092724488	-0.213169623	-0.056725315	-3.579988444	0.118829058	0.159727773	0.262388238	-0.155283899	-0.017672126	0.014902128	-3.353026986	-0.113790123	-0.017517135	-0.236062036	-3.461265267	-3.265933162	-0.026263939	0.132645047	-3.240373236	0.008896045	0.434098712	0.197709682	-0.155355516	-0.059866854	-0.170058598	0.03383029	0.061365745	0.062400993	-0.022736667	-3.713032447	0.070304802	-0.113705215	0.114639598	1.088539352	0.134014548	0.627280362	0.642560081	-0.707346043	3.478394679
CTSO	0.760515341	0.340324855	0.637259654	1.496663403	-2.713907795	0.738151316	0.653495146	0.87693251	0.421437543	0.206928215	0.58492493	0.644312421	-0.303958109	0.241298091	0.943588803	-0.074347396	0.107114174	0.334596741	-0.005329746	0.247799555	0.204892298	6.998460237	0.658215348	0.676671451	0.136614459	1.039292975	1.108448321	-0.076924757	0.361071961	0.268766837	-0.093789459	0.818894434	0.116575859	0.631962429	3.310741412	0.261093834	3.372013922	6.727509936	0.395954814	0.287033614	0.221860653	-0.275499266	-0.00126856	0.026099282
CX3CL1	0.4397895	0.010092204	0.026761763	0.264165458	0.3838662	0.261911401	-3.268276608	0.705659493	-3.482955645	0.091432961	0.066367243	-0.045257005	0.034414708	-0.070753592	0.24059287	0.115767014	3.260463546	0.048505422	0.178314422	0.229669618	0.132355029	0.115688191	0.405582678	0.325780855	0.275963194	7.212375992	0.617022359	0.006277014	0.178671671	0.077873897	0.123804147	0.293035313	0.063000924	0.300158928	-0.138858245	0.024659917	0.001855081	3.353909238	0.146216708	0.223793016	0.049653455	0.044426755	0.102099408	0.242547903
CXADR	0.246951709	-7.012046966	-0.180893509	0.189662694	-0.010123204	-6.890846977	-0.285560256	0.121768697	-0.532274739	0.138884615	-0.241677451	-0.033305421	0.006433531	-0.317812467	0.347643757	-0.333057227	0.075643042	-0.28662258	0.214517847	0.301558403	-0.097015489	-6.935370216	-0.038337274	6.822087482	-0.168152362	7.265791387	7.118814099	-0.181013853	0.178026563	-0.338935751	-3.450851711	-0.242649713	0.492416604	-0.145211279	-0.540323345	3.562203416	0.07214195	3.675310198	0.160605853	3.218780676	-1.409865815	7.800528598	0.039365715	-0.300332874
CXCL1	0.08951817	-6.451920096	0.007331247	3.373712689	0.153867546	-0.012874905	0.143730672	0.030469044	9.816825345	-9.841588492	9.874504242	3.349333967	-0.032086906	9.827554422	0.092627355	-0.104005454	3.368901572	-9.891511104	0.030336229	-9.893537855	-0.005886105	-0.052536027	0.053989276	0.063527942	0.036905664	-6.482987112	-9.72329617	-9.904718074	0.010790336	-0.041213412	-0.075399408	0.096456482	-9.861714073	-0.018578796	-0.091611291	0.06639152	-6.643909821	-0.193987652	0.110823184	0.096552261	-0.003775044	0.147117027	0.140882227	0.095282564
CXCL10	-9.315708134	-2.827933206	-6.019276165	-9.400457072	-9.150334184	-9.665563452	-9.327187803	-9.230310119	-2.768143091	-2.75803053	-9.740441904	3.31948517	-9.857854262	-9.723585513	0.042097159	-9.514866104	0.137857292	0.281922481	-9.514046794	-9.621698561	-9.389877485	-2.864817771	0.354777875	-9.514686784	-6.115439077	-9.547280529	-9.28468704	-9.375061505	-9.153810822	-6.268109256	-9.760968834	-9.599018601	-9.532821964	-6.240732708	-9.610737821	-9.565999798	-9.629480848	0.188955847	-9.628562178	-9.802495612	-3.101106835	-9.506807629	-9.419010768	0.11832063
CXCL12	-0.012166886	0.034229986	-6.990808882	7.337539023	-6.904620956	0.261866412	7.158229682	8.072672854	0.625565439	-0.379184533	-0.28876014	7.115941124	0.037128037	-6.932128755	0.636649646	-0.580881898	-0.061312932	0.4773521	-0.057836483	-0.579428548	-7.086371342	-0.16371079	-3.284395737	-0.003830337	-0.227174036	6.991414816	0.196152416	-7.106484878	-0.003157564	7.109682713	0.129336722	0.01031208	-0.496354856	-0.43111877	0.228774265	-6.938468075	-7.106362049	-0.320270733	7.484163977	0.218172739	-7.664095169	-0.513440417	0.031002034	0.180674385
CXCL5	-0.080287789	0.047042336	-0.161909604	0.050671671	-0.008022421	-0.079052563	-9.839333334	-0.00347498	-0.217108563	6.622940038	-0.099352811	0.017652018	-6.613867547	9.721933939	0.047014038	9.68072691	0.0	-0.079482308	-0.04926122	-0.007777351	0.0	9.785520013	-0.019628807	-0.002594776	-0.022186763	3.540735758	0.14277095	9.765496268	9.781274229	-0.089322349	-0.120665127	-0.002604143	0.088185526	-0.060443215	-0.195942271	0.088536675	-0.032914622	6.450285399	0.039181027	0.06635588	0.083355746	-9.76960694	0.054021014	-6.55051007
CXCL6	0.022190023	-6.571020073	-0.047469	0.063827437	0.006243007	0.056529445	0.069276996	-9.944496332	9.792244913	0.087832612	6.544000298	0.015520378	0.070556865	3.171713017	0.079921911	3.228746065	0.009891741	9.947932146	0.005426776	-0.01140678	0.029232876	-3.422283098	-0.039312924	0.029604843	0.044094608	-9.821823508	-9.776115154	-0.020937061	-0.004880819	0.009724865	3.249425565	0.042457083	0.149368147	-0.072897598	6.443057518	0.105215033	0.020650507	-0.156285042	0.106996585	0.02432875	0.178227721	-3.176662061	0.086349198	0.120769288
CXCL9	0.05117115	0.040802889	0.059064305	0.100216874	0.176602058	9.747204468	0.154910786	0.365963648	0.080948245	3.426763542	-3.339414427	0.011840696	0.111140789	-0.03098745	0.092271186	-3.25999315	-3.203571537	0.035478882	3.416588763	0.046579006	0.0124876	3.306753917	3.262146524	0.015098868	0.139079781	0.071914278	0.245095212	0.024203583	0.246501708	3.430242453	-0.046077455	0.138028065	-3.294074631	3.362754749	-0.099511697	0.122551082	0.075261294	0.129493488	-3.167190605	0.010608491	0.0794102	0.104394356	0.050377833	0.124021191
DAB2	-1.293043922	0.122026511	-0.812141577	-5.383284628	0.33081723	0.104559369	-3.489216406	-1.419470482	-2.704389928	1.285671558	2.680404744	3.339951777	0.619291754	0.321329225	0.200026697	-2.508444747	-5.194081422	-6.895986392	4.317283392	-5.670281934	5.31228657	3.644350743	1.405658294	2.746312766	0.809208015	-5.72375357	5.018748613	-3.695108113	-0.227068434	-4.959869493	-0.171079649	-10.88111244	-2.717891084	-1.769437769	0.009939792	-0.605068403	1.198135263	2.396237792	6.056786026	-0.125923064	0.130166515	-0.887725047	-1.024016567	0.0
DAPP1	0.010057031	0.521173129	-7.116277167	-8.437345436	-7.43551635	-0.425098189	-7.274775045	-7.612350163	-0.284453986	0.265332775	0.516919889	1.676847053	0.363468856	-0.410046532	0.256640628	-8.532575529	-7.499091998	-0.050658868	7.241419981	-10.81899127	0.951227215	0.131665655	7.233653291	8.494434294	0.950191734	-4.718711244	7.39187951	7.969919062	7.256741293	-5.995161767	-0.818542264	-1.184712191	-0.692530693	-7.674905599	0.21308475	0.235253385	0.189997908	-8.912509492	10.05796554	-2.687925114	7.791614126	-6.08395967	8.139557584	-0.247220694
DCBLD2	-0.128685331	-0.085656267	0.097683922	-0.0526537	-0.074827614	0.026506837	0.098556756	-0.036512214	0.088349987	-0.120494425	-0.11477791	0.042779578	-0.034796661	-0.044911516	0.109811921	-0.1000119	0.010161677	-0.154997614	3.379378091	-0.104461858	-0.044782357	-0.133201165	0.082989039	0.010858674	0.01914854	0.021434134	-3.187199212	-0.134521115	0.042894356	3.242104459	-0.035747611	-0.024565545	0.03522705	-0.075105227	-0.014409714	3.202536381	3.332257596	0.059508481	3.419273461	-0.037757893	-0.1983934	-3.12471227	0.027450209	-0.005930326
DCTN1	-0.052968918	0.143460298	-3.176627432	-0.604334151	-0.102973274	-0.237218495	-0.168433512	-0.327895568	-0.321384343	0.230428109	0.072017393	-0.0041371	0.093015958	-3.29918119	-0.112066725	-3.50079708	-0.341172546	3.297364237	-3.351697447	-0.679255309	-2.882817303	-0.42171728	0.01580181	0.20602578	0.075833203	-0.683711172	0.001042355	0.035792123	0.08020702	-0.712487634	-0.251112798	-0.489275381	-0.293395077	3.235361282	-0.155328337	0.156127115	0.127301707	-3.808474177	0.481743468	0.079199029	-0.17132119	0.103936211	0.308013192	3.246611686
DDC	0.081005134	-0.133318894	0.008926145	0.097584543	-3.398073075	-0.005458168	-3.376771516	0.003799298	0.086851829	-0.058625669	-0.024541815	-3.194842386	-0.146602278	-0.104127387	0.147510471	0.07921735	-0.150896768	-0.127519825	-0.077943073	-0.135959481	0.012922074	-0.077290246	-0.086156447	3.357276467	-0.063560938	-0.069040193	-3.307786548	-0.073187397	-0.028882672	-0.023049451	0.009539721	0.037869208	0.072606728	-0.067287454	0.044971739	-0.080990361	-0.031211335	-3.354566847	0.153436141	-0.057200161	-0.025823737	-0.13622021	0.127185744	-0.057767875
DDX58	0.164939491	0.733456962	1.142835741	-0.630558746	-0.387066083	0.118911857	0.343411794	-6.847813865	-0.688172398	0.558306992	0.820705304	-0.355546045	-3.831253626	0.070208186	0.39930323	-0.092098325	-0.728472697	0.377018917	0.676712251	-0.221263675	1.061735962	0.132149686	0.374587409	0.603541451	-0.175878146	-0.411330802	0.17972773	6.452917434	0.27693004	-4.126189477	-0.496442275	-4.108431407	-0.203113759	-7.184789448	-0.956473068	0.945804672	3.335668826	-0.772416486	1.815612121	0.631514444	-1.136532276	-0.512487744	0.794541519	6.883389335
DFFA	-0.105537797	0.146790864	-2.844733601	-0.648482227	-0.326176358	-0.216199493	-3.389703549	-0.477588988	-6.946628169	0.428077005	0.225908506	-0.144518017	-0.030995068	-0.172609158	6.55e-06	-0.035565754	-0.297575146	-0.019848383	0.160477385	2.854494198	0.532562309	-0.278311769	-0.047229286	0.047260949	-0.050685339	-0.603826174	3.332712906	-0.079502946	3.450937457	-0.700561082	-0.390719615	-0.724831674	-0.290828954	-0.176526782	-0.311848042	0.306309654	-3.276875796	-0.308185682	0.689866727	3.402699419	-0.349150889	-0.149602621	0.617293731	-3.390729012
DNER	-0.053210116	-0.056210344	-0.087449086	-0.027603378	0.002171259	-0.003961537	-0.010348124	0.106023656	-0.022081447	-0.028469751	3.306389127	-3.300887523	0.073484188	-3.360909114	0.090861701	-0.015036764	0.064568294	-0.034061565	0.006413266	3.390570441	-0.067012539	-0.049511409	3.26576426	0.0440243	0.049078669	0.041160977	0.034554549	0.017800771	3.34090229	-0.007381091	-0.019346637	0.051456668	0.005542173	-0.030657425	-0.069947129	0.041200764	0.013856721	-0.067873449	-3.300694793	0.025293013	0.043114423	0.076835287	0.015924098	0.079774541
DPP10	0.028748503	-7.275667374	-0.61365373	-0.037178757	7.237479663	-7.428895569	-0.122314974	-3.594017125	-0.130433789	-0.000780356	-7.226183958	6.966952082	-7.694024913	-0.142571098	0.098509759	-6.994397604	0.027349492	6.188877692	0.344721206	-3.491866053	0.040707243	-0.450714387	0.107255536	0.10293809	6.762439149	0.492150869	-0.07438418	2.924506657	0.115244865	0.035897283	-7.141241516	-7.189382993	-0.043620073	-6.888535134	0.065128109	-0.095462562	0.350033744	-6.970963622	-7.349467118	-6.861526252	-0.324349549	4.721362846	-0.00643906	-6.712819601
DPP7	2.161187215	-0.069828216	8.420609701	-0.857551993	-0.512893393	0.041853227	-0.565676405	-0.556724545	-6.749181636	2.489479852	2.360427738	1.53548108	-6.738462858	-1.231130397	3.881395493	0.14654656	-0.486268844	-0.067935455	-0.270801063	-7.281912506	7.58404716	2.440948946	6.961800322	0.243442899	0.022670951	-0.237534685	-0.568685361	-0.625856758	-0.248343619	0.27269847	-0.905979864	-3.838633703	1.887765536	-1.892269406	-0.484411202	0.214571014	-0.147904966	0.483149676	1.475950458	0.34834582	-0.491177337	0.960432944	0.06075896	-1.643160747
EDAR	2.999037041	0.192739621	-0.14974246	-0.719370579	-0.209655767	-0.131257743	-0.142070854	-4.005386832	2.575107476	0.622027724	0.37120641	-3.641092695	0.16026535	-0.453774803	0.483502371	-0.262847953	-7.435194613	-0.157861569	0.140992517	-0.906622141	-2.544697121	2.889780029	0.5875613	0.421625029	0.104989524	-0.800393592	0.096399223	0.10723884	0.091517575	-1.12023821	2.892761787	-0.900608756	-0.318602647	-0.406046647	-0.288862894	3.707915605	0.038538056	-0.501894272	1.232194688	-3.231874821	-0.202405232	0.757332322	0.683999459	0.024064916
EGLN1	-0.304748823	-3.302084106	1.294347419	-3.969526002	-8.353534015	-0.043848209	0.012202219	-7.972312082	0.079758931	8.75147421	0.7308793	-8.03544867	-0.581129488	-0.139300877	0.113195505	-0.335929609	-3.976132721	0.376143319	0.776006737	-0.288824749	3.733584007	-0.120762269	3.042771304	-3.991641742	-0.720276077	-8.346138546	-0.352808841	-0.405279039	0.559467894	-4.268571057	-7.843920207	-1.443336611	0.128077476	-0.436977474	-0.833555973	0.825112668	0.013591053	-1.014454218	1.5057056	0.670337628	-1.022226031	-0.110750123	0.927922807	-0.723647527
EIF4G1	-0.130963609	0.390402548	3.657046814	2.074348834	-0.442775619	-0.199630852	-0.655369037	-0.713850301	2.523972274	-2.648752358	0.687911591	-3.596715543	0.101585592	3.156520729	0.281336819	-0.428896124	2.471723626	-0.053865775	0.162392577	-1.553197581	4.505144646	-4.009049772	0.302314366	0.208267286	0.000167469	-1.058679984	0.031249492	0.207356405	0.166523049	-1.912226669	-0.61629973	-0.932536017	-0.409034472	-0.353760179	-0.349026081	0.430579998	0.253559022	-0.886036692	1.03200426	0.173331842	-0.378662955	-0.235638029	0.801132027	-0.004171093
ENO2	-0.153833254	0.208837668	0.101199138	-0.711435612	-0.147513375	-0.238785249	-0.420163489	-0.069824668	-0.701656737	0.391240663	0.532202919	-3.195212476	-0.059048512	-3.353038149	-3.111240872	-0.067845604	-3.749216413	0.003764643	-0.155145064	-0.802397944	3.995267468	5.978525433	0.078277877	0.244882732	0.113676002	-0.57160038	0.054574526	-0.055852648	0.062651459	-0.696525063	-0.295949455	-0.732084772	-0.23150272	-0.344267616	-0.415594883	0.157286084	3.436696521	-0.523205748	0.274876332	-3.028320441	-0.101132231	2.901494989	0.074260624	0.004427521
ENPP7	0.006544835	-0.063669401	3.370687102	0.143431708	-0.149845173	0.028985726	0.058560957	3.218513029	3.325828064	-0.032187478	3.366328498	0.247539926	-0.376378852	-0.07944035	0.088058758	0.010191244	-3.423285915	3.170396856	-0.045989573	-0.302254126	0.087497842	0.435429965	-0.034736112	0.072724678	-0.046257536	-0.169351441	0.105031335	-0.097822093	-0.059761264	-0.013203673	-0.02197988	-0.000160251	0.042441692	0.125000569	0.018017514	-0.027488188	3.237412127	-0.00290607	0.196280478	3.385076644	0.039206255	-0.173548248	0.050965844	-0.114288465
EN-RAGE	-0.15183296	0.695160865	-0.730451117	-3.39636763	3.754592239	-0.061513813	-0.16207345	3.542474419	-1.111939113	0.723554943	-0.896904941	6.25970145	-0.075901505	-1.243912011	-0.094990988	-0.287260852	-0.30165714	0.483383395	-0.504120325	-1.077603587	-0.456634325	-0.950156629	7.027578121	0.680016394	-0.214185927	-2.5390408	0.176731068	-0.082848385	-0.856163551	-6.872209675	0.343995718	0.735060383	0.550354203	-0.178635819	-0.486721587	0.483605353	-0.077056587	-0.861462753	0.825963334	0.119005026	1.449128497	0.450125853	0.592412158	0.570448711
ENTPD5	0.422799608	0.00473113	0.136913155	0.761982814	-2.945991553	-3.153922732	-3.238731489	0.389160256	3.569934975	0.18054097	0.168628974	-2.925712603	-0.248086484	-0.028739817	0.141290405	-0.165873179	-0.136804215	-0.000523116	-0.122082122	-0.015875586	-0.012223184	-6.318810296	0.61072127	0.182585869	0.264294174	0.920504831	0.307255964	-0.155140923	-0.087977135	-0.205443943	-0.222438577	0.307399	3.351167006	0.276004978	-3.288713935	-0.109442865	0.032534971	0.103701629	0.687141094	-0.025257677	0.230567432	-3.361526631	-0.403753542	0.370128194
FAM3B	3.311998822	-0.002121106	-0.106784708	0.039956487	0.014214136	0.08604096	-0.071178367	-0.038997003	0.205736352	0.021984816	-0.066192485	0.129880118	0.008712536	-0.021979697	-0.001615802	-3.352572017	-0.006441167	-0.117687213	0.07793152	-0.007473643	0.07669486	0.014410355	0.050174712	0.034989646	0.135978912	0.081946814	3.445588857	0.078863626	0.02314125	0.060927759	-0.046533544	0.061217861	0.109106524	0.215900762	0.088080762	0.026887708	3.322684728	0.084766466	-0.006709948	-0.06593837	0.032878959	0.184311238	0.02828341	-0.028017989
FAM3C	-0.100891038	-3.486018822	-0.076117299	0.177148214	0.013414462	0.023197966	-0.026415541	0.103094249	0.058548652	3.432418927	0.030947824	0.262918287	-0.094677489	-3.433609847	0.128654952	-0.008336222	-0.114961611	-0.112524992	-0.032604027	-3.414066109	-0.062749629	0.056597942	0.070430718	-3.282813338	0.063469609	0.006532624	0.147284567	-0.000973125	0.007715812	0.008713488	-0.075480618	-0.104203685	-3.170654197	-3.258619819	-0.136720774	-0.021801305	0.134196011	0.012410967	0.098496298	-0.014091963	0.102217853	3.172723121	1.449659404	-0.036083962
FBP1	-0.439579046	-0.035832821	-0.160554926	-7.665419028	1.127078698	7.713680328	-8.313439709	1.807207146	-5.401901369	0.332884629	0.149306598	-0.133053878	0.208854192	0.319088853	0.312218336	0.087860319	3.079722516	-2.577474016	0.29947953	0.408399307	-2.481564681	0.184498596	-3.634821047	8.032729648	8.107202779	0.231203814	2.895603731	0.161415143	-0.008314048	-7.914692011	8.239040789	-0.675703716	0.675115724	-0.442624933	2.067343344	1.248412687	7.805714737	-9.766735452	-0.890393156	4.352510103	0.269548061	-0.867848539	1.616836375	0.570405758
FCRL1	-6.648950141	-0.142874376	0.066406276	0.258836924	-0.026450661	0.042010513	0.090883812	-0.063353423	-0.001241333	-0.037805378	0.048068905	0.21740512	-0.195959583	-3.370096304	0.103402925	6.67734047	-0.057884382	-0.084917365	-3.372785299	-0.146687481	0.021502393	0.111387219	0.076862991	3.425971509	-3.336778765	0.036556468	0.112330816	-0.086489128	0.000338683	0.011875029	0.024762707	-0.007362953	0.070882508	-0.084202384	0.017372271	-0.14092974	3.266816814	6.630846806	0.235443257	0.023099277	0.068879427	2.621656669	-0.654613869	-0.0438642
FCRL3	0.003114672	0.108383317	-0.108041852	0.049592189	0.286037018	0.123075607	0.084012755	-0.110533617	-0.166297177	0.142754947	0.071458124	0.144594095	-0.434073932	-0.011923371	6.687217592	-0.367735936	0.009933447	0.005691859	3.442259003	-0.308153379	-0.353751314	-0.024655269	6.949154135	6.924098985	0.007561195	0.682289991	0.263479295	-0.123356608	0.015640057	-0.185125924	-0.103893142	-0.109681472	0.054872296	-7.032267443	-0.334718946	-0.20521289	0.452891674	-6.682425024	2.942903095	-0.220284459	-0.507179109	-7.322325456	-3.239848346	-0.090113994
FCRL6	3.371139945	-0.016705256	-0.15480731	0.201391301	0.087763119	-0.010395428	0.154591298	-0.011166103	3.365629354	-0.198027959	-0.13765323	0.141905561	-0.139497201	-3.399029765	-0.021741555	-0.100975482	0.039568542	-0.097986854	0.091452165	-3.198669249	-3.312660787	0.00660084	-6.470778272	0.016935638	0.124081018	0.268447245	0.28503465	-0.243338034	0.015279725	0.153296491	-0.136770372	0.082334675	-0.088324009	-0.084296685	0.09146623	0.00178344	0.044986899	0.002342051	0.58456221	0.004105399	-0.268928465	-3.438906967	-0.018930139	-3.351440068
FGF-19	3.34660102	0.119409464	-0.474339419	-0.428220675	0.247915418	-0.012554731	-6.721396437	3.457516132	0.106487156	0.005668757	-0.073785676	3.131589151	-2.969506615	0.158005336	-0.052447151	0.101650579	-0.238817073	-3.193867992	0.338335887	-0.089224836	0.010922722	-0.202881148	-3.16098565	-3.07e-05	0.108621453	0.144549712	-0.190905882	-0.009361095	-0.122871255	-0.227891848	-0.025648641	0.232690639	0.330799334	-9.479263324	-0.050037139	-3.254059383	-0.166112349	-3.194943405	-0.092223493	-0.059130544	0.239255972	0.116151469	-0.052492937	0.084339459
FGF-21	0.49990458	-3.533960282	2.988116638	0.090196589	0.106154676	-0.711287778	0.259692453	-0.407447255	0.725674492	3.614730093	6.069496894	-0.156898212	0.243030468	-0.11358731	-0.240769894	0.001851308	0.509173672	-0.684479566	0.514073635	-0.04629873	-6.969465043	-0.208989601	-0.263400713	0.394127506	0.298313907	-0.08327394	-0.082969091	0.042488924	-0.448442035	3.705091585	-0.260892941	0.314226861	-0.05799324	0.0	-0.133992405	2.461271151	0.096927307	-3.451853199	-0.187651091	-0.286139691	-6.888667407	0.410852743	-0.049217447	0.264054545
FGF23	-0.40991886	-0.144982952	-0.067479703	0.147984837	0.736778953	-0.7448406	0.222699936	0.714558264	-0.26090461	0.053039277	-0.027433022	-0.59568216	-3.156280559	0.010632501	0.236939172	0.240246414	0.578338783	-0.197267449	0.102172223	-0.045241557	0.200689835	-0.316853293	-0.353896529	0.246773568	0.59755261	0.021899636	-3.360651463	0.16433403	-0.270822665	0.08515322	-0.456533248	0.385202112	0.217137964	0.190237236	-0.593448394	0.506326451	-0.041507215	-0.301726832	0.567178991	0.472589043	0.432189855	0.32329594	0.250936758	0.457576067
FKBP4	0.160063579	0.108747194	-1.861491331	-8.781027792	-8.163513444	-0.913451087	-0.933934112	-0.623100025	-8.603944719	9.005904305	1.018542234	0.760768141	7.044687841	-0.009281559	-0.032278782	-3.295553486	-0.474432484	-0.179490429	-4.101831965	-8.551054181	1.318557947	-7.893673412	3.521517244	7.164813217	-0.202208554	-5.858051667	0.492269648	-0.477544129	0.097306553	-9.226176085	-0.635432149	-8.162066132	-7.69560829	-0.176676002	-1.019240407	0.176841105	0.71955859	-9.213148968	7.831554081	0.318369638	-0.433459873	-8.343044643	7.033993329	-0.579322282
Flt3L	-0.066459655	-0.072529511	3.214211881	0.014247553	0.042415071	-6.605668552	0.087793533	0.116101904	0.054715284	-0.004166529	-0.02973029	0.007219215	0.027594087	-0.056618009	0.023558055	-0.028354918	3.44961079	-0.002245109	3.312191091	-3.269768893	-0.086720375	-0.059852598	-0.068923704	0.074331666	-9.901339531	-0.004201504	0.067204859	0.013369547	6.678401089	6.672124472	3.30820049	-3.293810251	-3.284094256	-0.072909938	-0.131360377	3.3857897	-0.045786644	-3.389628141	-6.585394601	-3.312597775	0.049141205	0.01959293	3.313110164	3.414055276
GAL	-0.057701415	-0.135604043	-3.260963533	0.187858066	-0.084804393	0.084300911	-3.27176962	-0.138072533	0.05470257	0.012435468	0.035803068	3.488296542	-0.162899393	-0.075479764	0.048501115	0.034409502	-0.073299511	-0.171218024	-0.038065943	-0.097811503	0.053749195	-3.240673987	3.344776372	0.074758549	0.058697373	0.041954919	0.099714644	3.252293963	-0.031300971	-0.055666978	0.139891996	3.419512472	0.055157641	-0.132865752	-0.032860746	-0.239472504	-0.013711644	0.000371916	0.100592452	6.636542878	3.423306057	-0.254778435	-0.531676256	-0.079705107
GALNT3	-0.214937951	-0.96350884	0.139871789	0.467423329	-0.184262565	-0.056785713	-0.507400761	0.005336001	0.606763448	-0.606124175	0.76297285	0.103065371	0.808209295	0.504475109	-0.069900855	0.532618729	1.440255109	-0.071263562	8.52378852	0.077597814	0.026365936	-0.901341906	1.003382639	0.442292198	1.679116841	0.493207145	-0.475665827	-0.424856202	-1.009915167	0.466209301	-1.085749113	0.375022954	0.312947766	1.060709385	7.399216383	-0.43630447	0.507977672	-0.030004362	-0.017213699	-0.653272841	-2.089438832	1.1442219	-0.667835964	0.869399782
GHRL	-0.478412696	-0.449810484	0.048870556	4.066549935	0.012012031	0.67338453	0.406616002	-0.113026189	-3.209895129	-0.052164773	-0.473354075	0.715072792	-6.953355297	-0.002630739	3.350650841	0.040130719	0.281070945	-0.402753771	3.186579363	0.021939791	-0.071800911	0.398175012	-0.1237781	-0.17145393	0.235883154	-0.021124263	-0.005741482	3.157877681	3.146333419	-0.094484227	0.23704888	-0.032190546	0.378428288	-0.39960202	3.338513952	2.81888914	-0.113369676	0.235028354	-3.587692625	-0.092036248	-0.139112302	4.13785223	0.101096003	-0.024612152
GLB1	0.100711811	-0.113618288	-0.408893086	0.013460307	7.313426631	-0.195461198	-0.181195826	-7.381269223	-0.454176544	3.447304562	0.067964877	-3.250327727	0.177960218	-0.074321139	0.296565944	0.03431096	0.068735322	-0.117009065	0.30243272	-0.152504059	0.490942996	-0.398087824	-3.376458233	0.560591236	4.130781414	0.555980183	7.056782122	-0.231010482	0.074864057	2.402669819	-6.783588354	-0.48352146	-3.357617967	0.164689492	-7.583782612	0.388090607	0.270616849	7.04035587	-0.021656793	-0.091265615	-0.264241155	-0.04311447	0.136128354	7.307606428
GLRX	-0.112557565	0.205108383	0.737109036	-1.993437343	-0.823859681	-0.588154009	0.024027817	0.525971605	-8.779259527	8.076852408	8.183249332	-3.169551867	-0.632675533	-3.099447846	0.704312985	0.066193491	-0.730311879	-0.073477697	-4.114551761	-7.86940465	0.934855102	-9.662552164	-0.048018981	1.785084874	-0.214431398	2.43350048	3.223451197	-3.298059218	6.885679277	-9.758400713	-0.915538317	-8.236464664	-7.944856761	-0.390801818	-5.080724194	1.163301502	0.35356405	-8.24398482	0.296198383	8.354332314	0.145382133	-0.396618953	1.963015423	4.685188867
